Year,Month,Section,Amount
2016,7,northumbria,16552
2016,7,nottinghamshire,9909
2016,7,south-wales,11218
2016,7,south-yorkshire,16759
2016,7,staffordshire,9134
2016,7,suffolk,5263
2016,7,surrey,7502
2016,7,sussex,13249
2016,7,thames-valley,14473
2016,7,warwickshire,4689
2016,7,west-mercia,11232
2016,7,west-midlands,23221
2016,7,west-yorkshire,25829
2016,7,wiltshire,5384
2016,8,avon-and-somerset,13257
2016,8,bedfordshire,5934
2016,8,cambridgeshire,7036
2016,8,cheshire,8627
2016,8,city-of-london,541
2016,8,cleveland,8046
2016,8,cumbria,3399
2016,8,derbyshire,8760
2016,8,devon-and-cornwall,11665
2016,8,dorset,6193
2016,8,durham,5681
2016,8,dyfed-powys,3664
2016,8,essex,15243
2016,8,gloucestershire,4802
2016,8,greater-manchester,30850
2016,8,gwent,5836
2016,8,hampshire,17302
2016,8,hertfordshire,9082
2016,8,humberside,8159
2016,8,kent,15806
2016,8,lancashire,15743
2016,8,leicestershire,7822
2016,8,lincolnshire,5214
2016,8,merseyside,14452
2016,8,metropolitan,89151
2016,8,norfolk,6226
2016,8,north-wales,5207
2016,8,north-yorkshire,6216
2016,8,northamptonshire,7707
2016,8,northern-ireland,14280
2016,8,northumbria,15918
2016,8,nottinghamshire,9614
2016,8,south-wales,11732
2016,8,south-yorkshire,15842
2016,8,staffordshire,9534
2016,8,suffolk,4861
2016,8,surrey,7328
2016,8,sussex,12689
2016,8,thames-valley,14630
2016,8,warwickshire,4844
2016,8,west-mercia,11088
2016,8,west-midlands,22710
2016,8,west-yorkshire,25115
2016,8,wiltshire,5271
2016,9,avon-and-somerset,12478
2016,9,bedfordshire,5627
2016,9,cambridgeshire,6876
2016,9,cheshire,7809
2016,9,city-of-london,634
2016,9,cleveland,8249
2016,9,cumbria,3118
2016,9,derbyshire,8546
2016,9,devon-and-cornwall,10791
2016,9,dorset,5957
2016,9,durham,5737
2016,9,dyfed-powys,3322
2016,9,essex,14754
2016,9,gloucestershire,4586
2016,9,greater-manchester,31064
2016,9,gwent,5540
2016,9,hampshire,17201
2016,9,hertfordshire,9218
2016,9,humberside,8138
2016,9,kent,15104
2016,9,lancashire,15227
2016,9,leicestershire,7689
2016,9,lincolnshire,4903
2016,9,merseyside,14027
2016,9,metropolitan,83940
2016,9,norfolk,6323
2016,9,north-wales,4776
2016,9,north-yorkshire,5698
2016,9,northamptonshire,7317
2016,9,northern-ireland,13242
2016,9,northumbria,16315
2016,9,nottinghamshire,10084
2016,9,south-wales,11223
2016,9,south-yorkshire,16639
2016,9,staffordshire,10004
2016,9,suffolk,4974
2016,9,surrey,7187
2016,9,sussex,12387
2016,9,thames-valley,14215
2016,9,warwickshire,4682
2016,9,west-mercia,10764
2016,9,west-midlands,22379
2016,9,west-yorkshire,25453
2016,9,wiltshire,4957
2016,10,avon-and-somerset,12623
2016,10,bedfordshire,5562
2016,10,cambridgeshire,7119
2016,10,cheshire,8325
2016,10,city-of-london,594
2016,10,cleveland,8968
2016,10,cumbria,3449
2016,10,derbyshire,8181
2016,10,devon-and-cornwall,10339
2016,10,dorset,5665
2016,10,durham,5948
2016,10,dyfed-powys,3490
2016,10,essex,15292
2016,10,gloucestershire,4723
2016,10,greater-manchester,34709
2016,10,gwent,5584
2016,10,hampshire,17038
2016,10,hertfordshire,9805
2016,10,humberside,8566
2016,10,kent,14858
2016,10,lancashire,15392
2016,10,leicestershire,7926
2016,10,lincolnshire,4726
2016,10,merseyside,15911
2016,10,metropolitan,87035
2016,10,norfolk,6021
2016,10,north-wales,4811
2016,10,north-yorkshire,5746
2016,10,northamptonshire,7556
2016,10,northern-ireland,14397
2016,10,northumbria,16435
2016,10,nottinghamshire,11046
2016,10,south-wales,12008
2016,10,south-yorkshire,17411
2016,10,staffordshire,9533
2016,10,suffolk,4990
2016,10,surrey,7773
2016,10,sussex,12442
2016,10,thames-valley,14457
2016,10,warwickshire,4840
2016,10,west-mercia,11007
2016,10,west-midlands,23893
2016,10,west-yorkshire,26606
2016,10,wiltshire,4960
2016,11,avon-and-somerset,11689
2016,11,bedfordshire,5258
2016,11,cambridgeshire,6734
2016,11,cheshire,7143
2016,11,city-of-london,618
2016,11,cleveland,7488
2016,11,cumbria,2795
2016,11,derbyshire,7519
2016,11,devon-and-cornwall,9583
2016,11,dorset,5087
2016,11,durham,5254
2016,11,dyfed-powys,2938
2016,11,essex,14079
2016,11,gloucestershire,4221
2016,11,greater-manchester,31122
2016,11,gwent,5324
2016,11,hampshire,15916
2016,11,hertfordshire,8876
2016,11,humberside,7639
2016,11,kent,13713
2016,11,lancashire,13798
2016,11,leicestershire,7415
2016,11,lincolnshire,4512
2016,11,merseyside,13312
2016,11,metropolitan,80694
2016,11,norfolk,5324
2016,11,north-wales,4431
2016,11,north-yorkshire,4976
2016,11,northamptonshire,6890
2016,11,northern-ireland,11345
2016,11,northumbria,14392
2016,11,nottinghamshire,10194
2016,11,south-wales,11166
2016,11,south-yorkshire,15796
2016,11,staffordshire,8436
2016,11,suffolk,4682
2016,11,surrey,7016
2016,11,sussex,11023
2016,11,thames-valley,13277
2016,11,warwickshire,4279
2016,11,west-mercia,9711
2016,11,west-midlands,21890
2016,11,west-yorkshire,25009
2016,11,wiltshire,4804
2016,12,avon-and-somerset,11643
2016,12,bedfordshire,5060
2016,12,cambridgeshire,6687
2016,12,cheshire,7159
2016,12,city-of-london,655
2016,12,cleveland,7588
2016,12,cumbria,3096
2016,12,derbyshire,7041
2016,12,devon-and-cornwall,9882
2016,12,dorset,5342
2016,12,durham,5425
2016,12,dyfed-powys,2815
2016,12,essex,13756
2016,12,gloucestershire,4245
2016,12,greater-manchester,32079
2016,12,gwent,4706
2016,12,hampshire,15249
2016,12,hertfordshire,8699
2016,12,humberside,7676
2016,12,kent,14391
2016,12,lancashire,13719
2016,12,leicestershire,6710
2016,12,lincolnshire,4473
2016,12,merseyside,12856
2016,12,metropolitan,81278
2016,12,norfolk,5682
2016,12,north-wales,4582
2016,12,north-yorkshire,4904
2016,12,northamptonshire,6066
2016,12,northern-ireland,12155
2016,12,northumbria,14956
2016,12,nottinghamshire,9242
2016,12,south-wales,10676
2016,12,south-yorkshire,15695
2016,12,staffordshire,7672
2016,12,suffolk,4659
2016,12,surrey,7402
2016,12,sussex,11116
2016,12,thames-valley,12548
2016,12,warwickshire,4295
2016,12,west-mercia,9684
2016,12,west-midlands,21302
2016,12,west-yorkshire,23759
2016,12,wiltshire,4751
2017,1,avon-and-somerset,11709
2017,1,bedfordshire,5089
2017,1,cambridgeshire,6425
2017,1,cheshire,6795
2017,1,city-of-london,479
2017,1,cleveland,7126
2017,1,cumbria,2885
2017,1,derbyshire,7173
2017,1,devon-and-cornwall,9373
2017,1,dorset,5237
2017,1,durham,5812
2017,1,dyfed-powys,2902
2017,1,essex,13296
2017,1,gloucestershire,4439
2017,1,greater-manchester,31670
2017,1,gwent,4767
2017,1,hampshire,14260
2017,1,hertfordshire,8689
2017,1,humberside,8072
2017,1,kent,14260
2017,1,lancashire,13753
2017,1,leicestershire,7189
2017,1,lincolnshire,4365
2017,1,merseyside,12444
2017,1,metropolitan,77690
2017,1,norfolk,5468
2017,1,north-wales,4468
2017,1,north-yorkshire,4985
2017,1,northamptonshire,6454
2017,1,northern-ireland,11405
2017,1,northumbria,15104
2017,1,nottinghamshire,9096
2017,1,south-wales,10459
2017,1,south-yorkshire,16041
2017,1,staffordshire,8393
2017,1,suffolk,4466
2017,1,surrey,7077
2017,1,sussex,10862
2017,1,thames-valley,12512
2017,1,warwickshire,4152
2017,1,west-mercia,9473
2017,1,west-midlands,21416
2017,1,west-yorkshire,23699
2017,1,wiltshire,4473
2017,2,avon-and-somerset,11427
2017,2,bedfordshire,4884
2017,2,btp,3343
2017,2,cambridgeshire,6445
2017,2,cheshire,7063
2017,2,city-of-london,573
2017,2,cleveland,6950
2017,2,cumbria,2861
2017,2,derbyshire,7187
2017,2,devon-and-cornwall,9664
2017,2,dorset,5044
2017,2,durham,5651
2017,2,dyfed-powys,2871
2017,2,essex,12954
2017,2,gloucestershire,4404
2017,2,greater-manchester,30784
2017,2,gwent,4084
2017,2,hampshire,14834
2017,2,hertfordshire,8843
2017,2,humberside,7476
2017,2,kent,13449
2017,2,lancashire,13260
2017,2,leicestershire,6481
2017,2,lincolnshire,4171
2017,2,merseyside,12573
2017,2,metropolitan,74654
2017,2,norfolk,5399
2017,2,north-wales,4244
2017,2,north-yorkshire,4728
2017,2,northamptonshire,6519
2017,2,northern-ireland,11706
2017,2,northumbria,14526
2017,2,nottinghamshire,9151
2017,2,south-wales,10465
2017,2,south-yorkshire,16061
2017,2,staffordshire,7718
2017,2,suffolk,4262
2017,2,surrey,7137
2017,2,sussex,10532
2017,2,thames-valley,12580
2017,2,warwickshire,4124
2017,2,west-mercia,9299
2017,2,west-midlands,20407
2017,2,west-yorkshire,22488
2017,2,wiltshire,4431
2017,3,avon-and-somerset,13488
2017,3,bedfordshire,5625
2017,3,btp,4153
2017,3,cambridgeshire,7574
2017,3,cheshire,8811
2017,3,city-of-london,686
2017,3,cleveland,8311
2017,3,cumbria,3167
2017,3,derbyshire,8368
2017,3,devon-and-cornwall,11165
2017,3,dorset,5965
2017,3,durham,6673
2017,3,dyfed-powys,3248
2017,3,essex,15150
2017,3,gloucestershire,5277
2017,3,greater-manchester,35094
2017,3,gwent,4665
2017,3,hampshire,17932
2017,3,hertfordshire,10699
2017,3,humberside,8918
2017,3,kent,15740
2017,3,lancashire,15697
2017,3,leicestershire,7809
2017,3,lincolnshire,4808
2017,3,merseyside,14623
2017,3,metropolitan,88005
2017,3,norfolk,6386
2017,3,north-wales,5013
2017,3,north-yorkshire,5696
2017,3,northamptonshire,7328
2017,3,northern-ireland,13270
2017,3,northumbria,17680
2017,3,nottinghamshire,10529
2017,3,south-wales,11906
2017,3,south-yorkshire,17601
2017,3,staffordshire,9357
2017,3,suffolk,5184
2017,3,surrey,8304
2017,3,sussex,13030
2017,3,thames-valley,14563
2017,3,warwickshire,4730
2017,3,west-mercia,10808
2017,3,west-midlands,23564
2017,3,west-yorkshire,25210
2017,3,wiltshire,5184
2017,4,avon-and-somerset,13790
2017,4,bedfordshire,5788
2017,4,btp,3891
2017,4,cambridgeshire,7333
2017,4,cheshire,8816
2017,4,city-of-london,583
2017,4,cleveland,8254
2017,4,cumbria,3356
2017,4,derbyshire,8032
2017,4,devon-and-cornwall,11253
2017,4,dorset,5997
2017,4,durham,6966
2017,4,dyfed-powys,3349
2017,4,essex,14859
2017,4,gloucestershire,4767
2017,4,greater-manchester,34878
2017,4,gwent,5172
2017,4,hampshire,17155
2017,4,hertfordshire,9950
2017,4,humberside,8678
2017,4,kent,15832
2017,4,lancashire,16349
2017,4,leicestershire,7587
2017,4,lincolnshire,5221
2017,4,merseyside,14499
2017,4,metropolitan,81492
2017,4,norfolk,6054
2017,4,north-wales,5308
2017,4,north-yorkshire,5711
2017,4,northamptonshire,6999
2017,4,northern-ireland,13282
2017,4,northumbria,16938
2017,4,nottinghamshire,9952
2017,4,south-wales,11919
2017,4,south-yorkshire,17304
2017,4,staffordshire,9288
2017,4,suffolk,5258
2017,4,surrey,8073
2017,4,sussex,12959
2017,4,thames-valley,14384
2017,4,warwickshire,5044
2017,4,west-mercia,10607
2017,4,west-midlands,23114
2017,4,west-yorkshire,24215
2017,4,wiltshire,5041
2017,5,avon-and-somerset,14062
2017,5,bedfordshire,5888
2017,5,btp,4339
2017,5,cambridgeshire,7667
2017,5,cheshire,8959
2017,5,city-of-london,458
2017,5,cleveland,8802
2017,5,cumbria,3500
2017,5,derbyshire,8558
2017,5,devon-and-cornwall,12284
2017,5,dorset,6479
2017,5,durham,6927
2017,5,dyfed-powys,3806
2017,5,essex,15710
2017,5,gloucestershire,4915
2017,5,greater-manchester,35890
2017,5,gwent,5150
2017,5,hampshire,18287
2017,5,hertfordshire,10395
2017,5,humberside,8456
2017,5,kent,17298
2017,5,lancashire,17069
2017,5,leicestershire,8539
2017,5,lincolnshire,5612
2017,5,merseyside,15015
2017,5,metropolitan,89996
2017,5,norfolk,6439
2017,5,north-wales,5697
2017,5,north-yorkshire,5932
2017,5,northamptonshire,7343
2017,5,northern-ireland,14257
2017,5,northumbria,17994
2017,5,nottinghamshire,11389
2017,5,south-wales,12468
2017,5,south-yorkshire,17483
2017,5,staffordshire,9871
2017,5,suffolk,5583
2017,5,surrey,8355
2017,5,sussex,13114
2017,5,thames-valley,15110
2017,5,warwickshire,5120
2017,5,west-mercia,11526
2017,5,west-midlands,25241
2017,5,west-yorkshire,25612
2017,5,wiltshire,5110
2017,6,avon-and-somerset,14395
2017,6,bedfordshire,5939
2017,6,btp,4328
2017,6,cambridgeshire,8098
2017,6,cheshire,8680
2017,6,city-of-london,577
2017,6,cleveland,8274
2017,6,cumbria,3304
2017,6,derbyshire,8453
2017,6,devon-and-cornwall,12369
2017,6,dorset,6758
2017,6,durham,6991
2017,6,dyfed-powys,3745
2017,6,essex,15706
2017,6,gloucestershire,4860
2017,6,greater-manchester,36397
2017,6,gwent,4999
2017,6,hampshire,18018
2017,6,hertfordshire,10532
2017,6,humberside,8597
2017,6,kent,19098
2017,6,lancashire,16125
2017,6,leicestershire,8571
2017,6,lincolnshire,5023
2017,6,merseyside,14942
2017,6,metropolitan,87871
2017,6,norfolk,6375
2017,6,north-wales,5704
2017,6,north-yorkshire,5737
2017,6,northamptonshire,7050
2017,6,northern-ireland,13429
2017,6,northumbria,17423
2017,6,nottinghamshire,11040
2017,6,south-wales,12192
2017,6,south-yorkshire,17354
2017,6,staffordshire,9015
2017,6,suffolk,5813
2017,6,surrey,8776
2017,6,sussex,14047
2017,6,thames-valley,15570
2017,6,warwickshire,5290
2017,6,west-mercia,11459
2017,6,west-midlands,24544
2017,6,west-yorkshire,25135
2017,6,wiltshire,5380
2017,7,avon-and-somerset,14756
2017,7,bedfordshire,5880
2017,7,btp,4595
2017,7,cambridgeshire,8053
2017,7,cheshire,9151
2017,7,city-of-london,522
2017,7,cleveland,8579
2017,7,cumbria,3435
2017,7,derbyshire,8813
2017,7,devon-and-cornwall,13254
2017,7,dorset,7083
2017,7,durham,7335
2017,7,dyfed-powys,4023
2017,7,essex,17192
2017,7,gloucestershire,5043
2017,7,greater-manchester,37480
2017,7,gwent,5143
2017,7,hampshire,18350
2017,7,hertfordshire,10773
2017,7,humberside,8984
2017,7,kent,20820
2017,7,lancashire,17097
2017,7,leicestershire,8702
2017,7,lincolnshire,5845
2017,7,merseyside,15385
2017,7,metropolitan,95147
2017,7,norfolk,6771
2017,7,north-wales,5988
2017,7,north-yorkshire,6086
2017,7,northamptonshire,7393
2017,7,northern-ireland,14189
2017,7,northumbria,18580
2017,7,nottinghamshire,11584
2017,7,south-wales,12564
2017,7,south-yorkshire,17142
2017,7,staffordshire,10041
2017,7,suffolk,6011
2017,7,surrey,8972
2017,7,sussex,14266
2017,7,thames-valley,14372
2017,7,warwickshire,5274
2017,7,west-mercia,12169
2017,7,west-midlands,25484
2017,7,west-yorkshire,26996
2017,7,wiltshire,5510
2017,8,avon-and-somerset,13692
2017,8,bedfordshire,5542
2017,8,btp,4473
2017,8,cambridgeshire,7161
2017,8,cheshire,9794
2017,8,city-of-london,621
2017,8,cleveland,8678
2017,8,cumbria,3282
2017,8,derbyshire,8352
2017,8,devon-and-cornwall,13418
2017,8,dorset,7139
2017,8,durham,7155
2017,8,dyfed-powys,3723
2017,8,essex,16118
2017,8,gloucestershire,4948
2017,8,greater-manchester,35658
2017,8,gwent,5126
2017,8,hampshire,18283
2017,8,hertfordshire,9834
2017,8,humberside,8885
2017,8,kent,18881
2017,8,lancashire,16841
2017,8,leicestershire,8793
2017,8,lincolnshire,5700
2017,8,merseyside,14488
2017,8,metropolitan,90831
2017,8,norfolk,6531
2017,8,north-wales,5967
2017,8,north-yorkshire,5943
2017,8,northamptonshire,6411
2017,8,northern-ireland,13750
2017,8,northumbria,19729
2017,8,nottinghamshire,10922
2017,8,south-wales,12337
2017,8,south-yorkshire,17961
2017,8,staffordshire,10799
2017,8,suffolk,5555
2017,8,surrey,8150
2017,8,sussex,13982
2017,8,thames-valley,15288
2017,8,warwickshire,5249
2017,8,west-mercia,11346
2017,8,west-midlands,24971
2017,8,west-yorkshire,26334
2017,8,wiltshire,5423
2017,9,avon-and-somerset,12211
2017,9,bedfordshire,5388
2017,9,btp,4284
2017,9,cambridgeshire,7126
2017,9,cheshire,8762
2017,9,city-of-london,522
2017,9,cleveland,8316
2017,9,cumbria,3239
2017,9,derbyshire,7783
2017,9,devon-and-cornwall,11965
2017,9,dorset,6377
2017,9,durham,6396
2017,9,dyfed-powys,3265
2017,9,essex,15100
2017,9,gloucestershire,4464
2017,9,greater-manchester,32768
2017,9,gwent,4613
2017,9,hampshire,17025
2017,9,hertfordshire,9865
2017,9,humberside,8387
2017,9,kent,16596
2017,9,lancashire,15801
2017,9,leicestershire,8230
2017,9,lincolnshire,4663
2017,9,merseyside,14015
2017,9,metropolitan,85149
2017,9,norfolk,6263
2017,9,north-wales,5352
2017,9,north-yorkshire,5688
2017,9,northamptonshire,6395
2017,9,northern-ireland,13275
2017,9,northumbria,18098
2017,9,nottinghamshire,10870
2017,9,south-wales,11346
2017,9,south-yorkshire,16471
2017,9,staffordshire,9329
2017,9,suffolk,5283
2017,9,surrey,7452
2017,9,sussex,12624
2017,9,thames-valley,13866
2017,9,warwickshire,4762
2017,9,west-mercia,10727
2017,9,west-midlands,23208
2017,9,west-yorkshire,25568
2017,9,wiltshire,5431
2017,10,avon-and-somerset,14100
2017,10,bedfordshire,5691
2017,10,btp,4854
2017,10,cambridgeshire,7634
2017,10,cheshire,10263
2017,10,city-of-london,635
2017,10,cleveland,9381
2017,10,cumbria,3590
2017,10,derbyshire,8503
2017,10,devon-and-cornwall,12218
2017,10,dorset,6339
2017,10,durham,7095
2017,10,dyfed-powys,3512
2017,10,essex,16468
2017,10,gloucestershire,4766
2017,10,greater-manchester,35990
2017,10,gwent,5058
2017,10,hampshire,18276
2017,10,hertfordshire,10679
2017,10,humberside,8781
2017,10,kent,19760
2017,10,lancashire,16869
2017,10,leicestershire,8988
2017,10,lincolnshire,5359
2017,10,merseyside,15782
2017,10,metropolitan,91624
2017,10,norfolk,6543
2017,10,north-wales,5716
2017,10,north-yorkshire,6100
2017,10,northamptonshire,6852
2017,10,northern-ireland,13951
2017,10,northumbria,19585
2017,10,nottinghamshire,12042
2017,10,south-wales,12603
2017,10,south-yorkshire,17427
2017,10,staffordshire,9520
2017,10,suffolk,5517
2017,10,surrey,8229
2017,10,sussex,12983
2017,10,thames-valley,15368
2017,10,warwickshire,5003
2017,10,west-mercia,11375
2017,10,west-midlands,25879
2017,10,west-yorkshire,28908
2017,10,wiltshire,5454
2017,11,avon-and-somerset,13032
2017,11,bedfordshire,5299
2017,11,btp,4721
2017,11,cambridgeshire,7252
2017,11,cheshire,9630
2017,11,city-of-london,646
2017,11,cleveland,8040
2017,11,cumbria,3164
2017,11,derbyshire,7703
2017,11,devon-and-cornwall,11105
2017,11,dorset,5834
2017,11,durham,6673
2017,11,dyfed-powys,3151
2017,11,essex,15164
2017,11,gloucestershire,4084
2017,11,greater-manchester,34052
2017,11,gwent,4818
2017,11,hampshire,16725
2017,11,hertfordshire,9448
2017,11,humberside,8236
2017,11,kent,18262
2017,11,lancashire,16130
2017,11,leicestershire,8080
2017,11,lincolnshire,4956
2017,11,merseyside,14442
2017,11,metropolitan,86790
2017,11,norfolk,5912
2017,11,north-wales,5467
2017,11,north-yorkshire,5484
2017,11,northamptonshire,6245
2017,11,northern-ireland,12077
2017,11,northumbria,17647
2017,11,nottinghamshire,10996
2017,11,south-wales,11700
2017,11,south-yorkshire,16214
2017,11,staffordshire,8859
2017,11,suffolk,5231
2017,11,surrey,7473
2017,11,sussex,11549
2017,11,thames-valley,13598
2017,11,warwickshire,4747
2017,11,west-mercia,10658
2017,11,west-midlands,24989
2017,11,west-yorkshire,27095
2017,11,wiltshire,4946
2017,12,avon-and-somerset,11832
2017,12,bedfordshire,4935
2017,12,btp,4188
2017,12,cambridgeshire,6400
2017,12,cheshire,8848
2017,12,city-of-london,632
2017,12,cleveland,7614
2017,12,cumbria,3118
2017,12,derbyshire,7273
2017,12,devon-and-cornwall,10324
2017,12,dorset,5308
2017,12,durham,6375
2017,12,dyfed-powys,3042
2017,12,essex,14103
2017,12,gloucestershire,3956
2017,12,greater-manchester,31233
2017,12,gwent,4294
2017,12,hampshire,14903
2017,12,hertfordshire,8576
2017,12,humberside,7596
2017,12,kent,15727
2017,12,lancashire,14882
2017,12,leicestershire,7602
2017,12,lincolnshire,4577
2017,12,merseyside,12848
2017,12,metropolitan,79653
2017,12,norfolk,5396
2017,12,north-wales,5165
2017,12,north-yorkshire,4982
2017,12,northamptonshire,6082
2017,12,northern-ireland,12370
2017,12,northumbria,16289
2017,12,nottinghamshire,10251
2017,12,south-wales,10751
2017,12,south-yorkshire,14787
2017,12,staffordshire,8072
2017,12,suffolk,4813
2017,12,surrey,7199
2017,12,sussex,11104
2017,12,thames-valley,12373
2017,12,warwickshire,4281
2017,12,west-mercia,9680
2017,12,west-midlands,22080
2017,12,west-yorkshire,24905
2017,12,wiltshire,4599
2018,1,avon-and-somerset,11949
2018,1,bedfordshire,5148
2018,1,btp,3914
2018,1,cambridgeshire,6535
2018,1,cheshire,9000
2018,1,city-of-london,677
2018,1,cleveland,7637
2018,1,cumbria,3207
2018,1,derbyshire,7211
2018,1,devon-and-cornwall,10635
2018,1,dorset,5361
2018,1,durham,6468
2018,1,dyfed-powys,2850
2018,1,essex,14784
2018,1,gloucestershire,4207
2018,1,greater-manchester,31774
2018,1,gwent,4635
2018,1,hampshire,16259
2018,1,hertfordshire,8568
2018,1,humberside,7813
2018,1,kent,16637
2018,1,lancashire,15364
2018,1,leicestershire,8040
2018,1,lincolnshire,4605
2018,1,merseyside,13220
2018,1,metropolitan,83217
2018,1,norfolk,5626
2018,1,north-wales,5118
2018,1,north-yorkshire,5153
2018,1,northamptonshire,6473
2018,1,northern-ireland,11517
2018,1,northumbria,16815
2018,1,nottinghamshire,10157
2018,1,south-wales,10437
2018,1,south-yorkshire,13822
2018,1,staffordshire,8660
2018,1,suffolk,4900
2018,1,surrey,7266
2018,1,sussex,11207
2018,1,thames-valley,13443
2018,1,warwickshire,4298
2018,1,west-mercia,9575
2018,1,west-midlands,24094
2018,1,west-yorkshire,25817
2018,1,wiltshire,4561
2018,2,avon-and-somerset,11113
2018,2,bedfordshire,4876
2018,2,btp,4171
2018,2,cambridgeshire,5859
2018,2,cheshire,8363
2018,2,city-of-london,556
2018,2,cleveland,7496
2018,2,cumbria,3185
2018,2,derbyshire,6600
2018,2,devon-and-cornwall,9535
2018,2,dorset,5004
2018,2,durham,5918
2018,2,dyfed-powys,2769
2018,2,essex,13752
2018,2,gloucestershire,3968
2018,2,greater-manchester,29609
2018,2,gwent,4174
2018,2,hampshire,14525
2018,2,hertfordshire,8350
2018,2,humberside,7267
2018,2,kent,14942
2018,2,lancashire,14228
2018,2,leicestershire,7264
2018,2,lincolnshire,4206
2018,2,merseyside,12441
2018,2,metropolitan,75048
2018,2,norfolk,5221
2018,2,north-wales,4758
2018,2,north-yorkshire,4946
2018,2,northamptonshire,5569
2018,2,northern-ireland,10953
2018,2,northumbria,15963
2018,2,nottinghamshire,9744
2018,2,south-wales,9918
2018,2,south-yorkshire,12911
2018,2,staffordshire,7637
2018,2,suffolk,4479
2018,2,surrey,6927
2018,2,sussex,10100
2018,2,thames-valley,12079
2018,2,warwickshire,3938
2018,2,west-mercia,8730
2018,2,west-midlands,21691
2018,2,west-yorkshire,23572
2018,2,wiltshire,4078
2018,3,avon-and-somerset,12430
2018,3,bedfordshire,5194
2018,3,btp,4464
2018,3,cambridgeshire,6330
2018,3,cheshire,8533
2018,3,city-of-london,666
2018,3,cleveland,8263
2018,3,cumbria,3579
2018,3,derbyshire,7514
2018,3,devon-and-cornwall,10723
2018,3,dorset,5909
2018,3,durham,6444
2018,3,dyfed-powys,3028
2018,3,essex,15997
2018,3,gloucestershire,4450
2018,3,greater-manchester,33434
2018,3,gwent,4480
2018,3,hampshire,16644
2018,3,hertfordshire,8988
2018,3,humberside,8785
2018,3,kent,18856
2018,3,lancashire,15910
2018,3,leicestershire,7946
2018,3,lincolnshire,4411
2018,3,merseyside,13613
2018,3,metropolitan,81704
2018,3,norfolk,5854
2018,3,north-wales,5788
2018,3,north-yorkshire,5562
2018,3,northamptonshire,6370
2018,3,northern-ireland,12645
2018,3,northumbria,17771
2018,3,nottinghamshire,10708
2018,3,south-wales,10387
2018,3,south-yorkshire,15149
2018,3,staffordshire,8699
2018,3,suffolk,4920
2018,3,surrey,7518
2018,3,sussex,11412
2018,3,thames-valley,13854
2018,3,warwickshire,4225
2018,3,west-mercia,9748
2018,3,west-midlands,23088
2018,3,west-yorkshire,26874
2018,3,wiltshire,4608
2018,4,avon-and-somerset,13531
2018,4,bedfordshire,5665
2018,4,btp,4398
2018,4,cambridgeshire,6282
2018,4,cheshire,8878
2018,4,city-of-london,627
2018,4,cleveland,8325
2018,4,cumbria,3558
2018,4,derbyshire,7669
2018,4,devon-and-cornwall,11049
2018,4,dorset,6313
2018,4,durham,6421
2018,4,dyfed-powys,3376
2018,4,essex,16661
2018,4,gloucestershire,4341
2018,4,greater-manchester,34120
2018,4,gwent,4871
2018,4,hampshire,13929
2018,4,hertfordshire,8979
2018,4,humberside,8933
2018,4,kent,19135
2018,4,lancashire,17126
2018,4,leicestershire,8449
2018,4,lincolnshire,5027
2018,4,merseyside,13916
2018,4,metropolitan,85298
2018,4,norfolk,5985
2018,4,north-wales,5797
2018,4,north-yorkshire,5773
2018,4,northamptonshire,6635
2018,4,northern-ireland,12346
2018,4,northumbria,18425
2018,4,nottinghamshire,11005
2018,4,south-wales,10930
2018,4,south-yorkshire,15504
2018,4,staffordshire,8759
2018,4,suffolk,5102
2018,4,surrey,7536
2018,4,sussex,12240
2018,4,thames-valley,14717
2018,4,warwickshire,4363
2018,4,west-mercia,10542
2018,4,west-midlands,23627
2018,4,west-yorkshire,27338
2018,4,wiltshire,4553
2018,5,avon-and-somerset,13752
2018,5,bedfordshire,6643
2018,5,btp,4641
2018,5,cambridgeshire,6570
2018,5,cheshire,9428
2018,5,city-of-london,640
2018,5,cleveland,8739
2018,5,cumbria,4074
2018,5,derbyshire,8881
2018,5,devon-and-cornwall,12582
2018,5,dorset,6812
2018,5,durham,7606
2018,5,dyfed-powys,3619
2018,5,essex,17602
2018,5,gloucestershire,4563
2018,5,greater-manchester,35478
2018,5,gwent,5451
2018,5,hampshire,15176
2018,5,hertfordshire,9887
2018,5,humberside,10040
2018,5,kent,20632
2018,5,lancashire,19874
2018,5,leicestershire,9279
2018,5,lincolnshire,6422
2018,5,merseyside,15421
2018,5,metropolitan,88377
2018,5,norfolk,6330
2018,5,north-wales,6103
2018,5,north-yorkshire,6316
2018,5,northamptonshire,7159
2018,5,northern-ireland,13657
2018,5,northumbria,19814
2018,5,nottinghamshire,12351
2018,5,south-wales,12141
2018,5,south-yorkshire,16022
2018,5,staffordshire,9634
2018,5,suffolk,5274
2018,5,surrey,8333
2018,5,sussex,12844
2018,5,thames-valley,16518
2018,5,warwickshire,4889
2018,5,west-mercia,11111
2018,5,west-midlands,25132
2018,5,west-yorkshire,29755
2018,5,wiltshire,5285
2018,6,avon-and-somerset,14151
2018,6,bedfordshire,6768
2018,6,btp,4733
2018,6,cambridgeshire,7031
2018,6,cheshire,9155
2018,6,city-of-london,670
2018,6,cleveland,8635
2018,6,cumbria,4192
2018,6,derbyshire,8796
2018,6,devon-and-cornwall,12621
2018,6,dorset,6976
2018,6,durham,7414
